,Positions,,,,,,,,,,4%,5%,3%,6%,3%,3%,3%,3%,4%,4%,2%,5%,3%,5%,6%,5%,4%,4%,2%,4%,4%,6%,4%,7%,
,Quarter return,4.14%,14%,0.83,10.09%,2.31%,2.01%,4.69%,4.54%,5.78%,9.81%,16.83%,-15.00%,26.98%,46.52%,-5.79%,0.00%,-1.25%,6.23%,-3.08%,16.71%,7.70%,-4.50%,-15.00%,2.73%,9.69%,19.52%,-1.65%,-4.69%,-15.00%,8.51%,1.16%,-15.00%,-1.65%,,6.78%,
2016 Q1,Stocks,,,,,,,,,,"BETS-B.ST","ZD","WAVE.PA","RWS.L","3835.T","MTY.TO","EL","CPSI","LEHN.SW","3765.T","AGX","PHO.TO","2475.T","KSC.DE","BA","WITH.HE","DIAH.ST","4825.T","WAB","3030.T","PII","8136.T","GGG","GIB-A.TO",,"US S&P 500 - Total Return",
,Positions,,,,,,,,,,3%,5%,5%,2%,3%,6%,5%,2%,5%,5%,3%,3%,3%,6%,6%,4%,2%,5%,4%,6%,3%,4%,5%,5%,
,Quarter return,1.01%,15%,0.75,-0.30%,-1.18%,4.79%,1.32%,0.57%,0.89%,-15.00%,-15.00%,-3.74%,1.22%,-15.00%,7.78%,8.75%,7.83%,9.27%,-15.00%,11.33%,14.93%,-15.00%,46.03%,-15.00%,4.50%,2.28%,-15.00%,13.50%,-10.03%,-15.00%,-15.00%,19.13%,13.83%,,1.46%,
2016 Q2,Stocks,,,,,,,,,,"WAVE.PA","RWS.L","MTY.TO","EL","CPSI","LEHN.SW","AGX","PHO.TO","KSC.DE","WITH.HE","WAB","GGG","GIB-A.TO","3765.T","FA.L","3835.T","2475.T","ALK","ISDR","ACCS","VLS.MI","4825.T","3030.T","8136.T",,"US S&P 500 - Total Return",
,Positions,,,,,,,,,,5%,4%,5%,6%,4%,5%,5%,4%,3%,3%,4%,4%,6%,3%,4%,3%,3%,4%,5%,4%,3%,3%,8%,3%,
,Quarter return,-1.82%,13%,0.78,1.90%,-4.68%,-1.90%,-2.35%,-1.37%,-2.97%,1.96%,7.74%,25.14%,-2.80%,-15.00%,8.96%,19.91%,-6.41%,-15.00%,4.43%,-10.49%,-4.73%,-10.42%,-15.00%,-15.00%,-15.00%,-15.00%,-15.00%,14.82%,14.82%,-15.00%,-4.43%,-1.98%,-15.00%,,2.65%,
2016 Q3,Stocks,,,,,,,,,,"WAVE.PA","RWS.L","MTY.TO","LEHN.SW","AGX","WITH.HE","ISDR","ACCS","2208.T","3765.T","PHO.TO","FA.L","ALK","SWBI","4975.T","VLS.MI","BETS-B.ST","4825.T","IPGP","WAB","CTSH","OGUN-B.ST","GIB-A.TO","CALM",,"US S&P 500 - Total Return",
,Positions,,,,,,,,,,6%,3%,4%,6%,4%,3%,3%,3%,4%,2%,4%,2%,5%,2%,5%,5%,2%,5%,3%,5%,5%,6%,7%,5%,
,Quarter return,9.58%,17%,0.83,16.95%,8.91%,8.96%,10.19%,10.07%,10.56%,30.97%,11.01%,4.91%,26.28%,41.85%,29.47%,10.24%,10.24%,22.07%,-15.00%,-1.37%,-2.96%,13.43%,-2.28%,23.70%,-15.00%,35.88%,-15.00%,2.72%,16.39%,-15.00%,13.36%,13.23%,-13.12%,,3.63%,
2016 Q4,Stocks,,,,,,,,,,"WAVE.PA","RWS.L","MTY.TO","LEHN.SW","AGX","WITH.HE","ISDR","ACCS","2208.T","ALK","4975.T","BETS-B.ST","WAB","OGUN-B.ST","GIB-A.TO","3765.T","CALM","FA.L","PHO.TO","SWBI","VLS.MI","IPGP","SAM","CTSH",,"US S&P 500 - Total Return",
,Positions,,,,,,,,,,6%,3%,5%,4%,5%,4%,4%,4%,3%,5%,4%,3%,5%,7%,5%,3%,5%,3%,3%,3%,4%,6%,3%,3%,
,Quarter return,9.45%,18%,0.84,11.92%,8.86%,7.39%,9.75%,9.43%,10.83%,-15.00%,34.36%,10.73%,-15.00%,19.49%,7.44%,24.41%,24.41%,-15.00%,35.56%,45.21%,-15.00%,2.33%,2.46%,3.70%,-0.50%,16.76%,11.12%,37.50%,-15.00%,-15.00%,20.01%,9.67%,15.15%,,4.59%,
2017 Q1,Stocks,,,,,,,,,,"RWS.L","MTY.TO","AGX","WITH.HE","ISDR","ACCS","ALK","4975.T","WAB","OGUN-B.ST","GIB-A.TO","CALM","FA.L","PHO.TO","IPGP","SAM","CTSH","3765.T","LNR.TO","AOBC","7844.T","VLS.MI","9438.T","BETS-B.ST",,"US S&P 500 - Total Return",
,Positions,,,,,,,,,,3%,6%,3%,4%,3%,3%,4%,4%,5%,8%,5%,4%,6%,3%,4%,5%,4%,2%,4%,3%,5%,5%,5%,3%,
,Quarter return,2.90%,14%,0.92,2.22%,2.26%,1.09%,3.04%,5.80%,2.50%,-9.95%,-1.08%,-5.88%,-1.85%,19.89%,20.56%,4.02%,25.84%,-7.02%,6.41%,-1.12%,-15.00%,-4.71%,40.40%,21.01%,-15.00%,5.07%,-0.10%,5.03%,-6.51%,13.48%,9.38%,-6.47%,-15.00%,,5.45%,
2017 Q2,Stocks,,,,,,,,,,"RWS.L","MTY.TO","WITH.HE","ISDR","ACCS","ALK","4975.T","OGUN-B.ST","GIB-A.TO","PHO.TO","IPGP","CTSH","LNR.TO","7844.T","VLS.MI","PMGR.L","SALM.OL","CALM","3765.T","AOBC","JD.L","9438.T","MSAB-B.ST","EGOV",,"US S&P 500 - Total Return",
,Positions,,,,,,,,,,3%,5%,5%,2%,2%,4%,3%,4%,7%,2%,4%,5%,4%,4%,5%,8%,4%,4%,5%,3%,4%,6%,3%,3%,
,Quarter return,7.48%,11%,0.88,9.31%,8.48%,7.63%,7.44%,7.45%,8.16%,15.24%,-7.60%,24.93%,20.00%,20.00%,-2.58%,13.49%,3.88%,3.99%,-1.40%,20.29%,11.50%,5.52%,28.10%,-6.57%,-4.04%,12.51%,8.56%,15.90%,12.26%,-9.73%,7.21%,19.73%,-5.85%,,3.45%,
2017 Q3,Stocks,,,,,,,,,,"RWS.L","WITH.HE","ISDR","ACCS","4975.T","GIB-A.TO","IPGP","CTSH","LNR.TO","7844.T","CALM","3765.T","AOBC","9438.T","MSAB-B.ST","PMGR.L","SOLI.L","SALM.OL","JD.L","2379.T","7270.T","PHO.TO","OGUN-B.ST","6755.T",,"US S&P 500 - Total Return",
,Positions,,,,,,,,,,3%,3%,3%,3%,3%,7%,4%,7%,4%,3%,4%,4%,3%,3%,2%,12%,5%,3%,3%,4%,4%,1%,5%,4%,
,Quarter return,5.26%,12%,0.86,6.79%,4.79%,6.72%,3.06%,5.45%,4.33%,4.21%,3.22%,1.67%,1.67%,25.44%,-2.35%,26.85%,8.38%,19.27%,-15.00%,5.49%,5.82%,-15.00%,-6.73%,-15.00%,0.64%,20.53%,9.85%,5.84%,12.94%,7.23%,7.09%,20.96%,-15.00%,,4.20%,
2017 Q4,Stocks,,,,,,,,,,"RWS.L","WITH.HE","ISDR","ACCS","4975.T","IPGP","CTSH","LNR.TO","CALM","3765.T","SOLI.L","SALM.OL","2379.T","7270.T","PHO.TO","OGUN-B.ST","PMGR.L","JD.L","7844.T","6755.T","9438.T","6643.T","EGOV","IDCC",,"US S&P 500 - Total Return",
,Positions,,,,,,,,,,4%,4%,6%,6%,3%,3%,7%,5%,3%,3%,3%,4%,3%,6%,2%,4%,11%,3%,3%,5%,3%,4%,3%,3%,
,Quarter return,4.98%,14%,0.87,11.98%,3.63%,6.20%,2.82%,4.70%,5.19%,15.32%,-7.59%,38.79%,38.79%,8.18%,15.68%,-2.05%,-3.98%,16.77%,1.55%,-15.00%,10.55%,11.81%,-15.00%,21.19%,-3.96%,-9.15%,-15.00%,8.66%,8.56%,-5.95%,1.43%,-2.26%,2.86%,,6.97%,
2018 Q1,Stocks,,,,,,,,,,"RWS.L","ISDR","ACCS","4975.T","IPGP","LNR.TO","CALM","3765.T","SALM.OL","2379.T","PHO.TO","OGUN-B.ST","7844.T","6755.T","6643.T","IDCC","PMGR.L","2222.T","BRE2.ST","JD.L","2193.T","GBX","3641.T","6420.T",,"US S&P 500 - Total Return",
,Positions,,,,,,,,,,2%,3%,3%,3%,3%,3%,4%,4%,3%,3%,2%,6%,3%,5%,11%,5%,11%,4%,4%,4%,3%,4%,2%,5%,
,Quarter return,-3.44%,11%,0.85,1.12%,-4.35%,-5.84%,-3.49%,-4.49%,-2.99%,-15.00%,-2.29%,-2.29%,-15.00%,8.98%,-3.70%,-1.80%,17.02%,-15.00%,16.10%,-1.65%,7.42%,-11.68%,-15.00%,-3.33%,-3.95%,-15.00%,-15.00%,22.25%,0.60%,-1.15%,-5.94%,-15.00%,-7.24%,,-1.41%,
2018 Q2,Stocks,,,,,,,,,,"3765.T","2379.T","OGUN-B.ST","BRE2.ST","PMGR.L","2222.T","7844.T","6755.T","SALM.OL","6420.T","GBX","3641.T","COST.L","4975.T","GRVO.PA","EGOV","4333.T","MMS","9381.T","ACOMO.AS","SNA","PTEC.L","2138.T","9627.T",,"US S&P 500 - Total Return",
,Positions,,,,,,,,,,3%,4%,5%,3%,5%,3%,4%,4%,4%,4%,4%,2%,5%,3%,3%,2%,6%,6%,4%,7%,5%,6%,4%,3%,
,Quarter return,0.44%,10%,0.80,0.26%,-0.29%,-0.25%,0.97%,0.84%,0.39%,-15.00%,-15.00%,0.92%,5.05%,15.37%,2.99%,-0.49%,-15.00%,8.36%,10.17%,5.51%,-15.00%,-5.27%,2.07%,-10.21%,17.08%,7.08%,-6.60%,1.35%,11.44%,9.75%,-15.00%,-5.86%,2.92%,,3.22%,
2018 Q3,Stocks,,,,,,,,,,"OGUN-B.ST","BRE2.ST","PMGR.L","2222.T","SALM.OL","6420.T","GBX","4975.T","EGOV","4333.T","ACOMO.AS","SNA","9627.T","2475.T","COST.L","GRVO.PA","7606.T","MMS","2193.T","PTEC.L","CKN.L","7844.T","4825.T","3641.T",,"US S&P 500 - Total Return",
,Positions,,,,,,,,,,5%,4%,7%,3%,3%,5%,3%,3%,5%,5%,6%,5%,4%,3%,5%,3%,4%,5%,3%,4%,2%,7%,6%,2%,
,Quarter return,2.92%,16%,0.74,-0.32%,3.48%,1.19%,3.39%,4.08%,2.31%,5.99%,-15.00%,-12.91%,-15.00%,20.21%,13.92%,15.10%,6.97%,-4.92%,0.11%,-15.00%,15.43%,12.81%,21.32%,-2.22%,-6.19%,18.09%,5.16%,-15.00%,-15.00%,17.65%,2.79%,6.69%,55.46%,,8.70%,
2018 Q4,Stocks,,,,,,,,,,"OGUN-B.ST","SALM.OL","6420.T","GBX","4975.T","4333.T","SNA","9627.T","2475.T","7606.T","CKN.L","7844.T","4825.T","3641.T","PMGR.L","2222.T","FIE.DE","COST.L","GRVO.PA","MMS","EGOV","PTEC.L","ACOMO.AS","2193.T",,"US S&P 500 - Total Return",
,Positions,,,,,,,,,,5%,4%,4%,5%,3%,7%,4%,5%,3%,3%,4%,5%,5%,2%,7%,2%,4%,4%,4%,7%,3%,2%,5%,4%,
,Quarter return,-9.97%,7%,0.74,-10.30%,-12.46%,-10.08%,-10.93%,-9.33%,-9.48%,-10.01%,6.11%,-15.00%,-15.00%,-15.00%,3.52%,-15.00%,-15.00%,-15.00%,-15.00%,-15.00%,-15.00%,-15.00%,-15.00%,-10.90%,-15.00%,4.81%,-15.00%,-15.00%,1.82%,-15.00%,-15.00%,-8.62%,-15.00%,,-14.91%,
2019 Q1,Stocks,,,,,,,,,,"4333.T","PMGR.L","8142.T","2222.T","MU","2307.T","2379.T","FIE.DE","4975.T","7270.T","6420.T","2154.T","PPB.IR","2475.T","COST.L","SALM.OL","7844.T","CEN.PA","SFER.MI","2193.T","PETS","IPGP","EGOV","UBXN.SW",,"US S&P 500 - Total Return",
,Positions,,,,,,,,,,6%,13%,4%,3%,3%,2%,3%,6%,3%,4%,3%,3%,4%,3%,5%,4%,4%,4%,4%,4%,4%,3%,6%,2%,
,Quarter return,12.16%,14%,0.95,13.01%,11.00%,9.99%,13.18%,10.98%,12.62%,3.34%,19.15%,2.51%,0.12%,33.32%,9.51%,6.86%,14.11%,25.07%,8.41%,-0.08%,33.05%,-2.14%,29.74%,4.70%,-2.21%,10.48%,15.47%,8.99%,-6.04%,-0.45%,37.22%,38.47%,-4.68%,,15.60%,
2019 Q2,Stocks,,,,,,,,,,"4333.T","PMGR.L","8142.T","MU","2307.T","FIE.DE","4975.T","2154.T","2475.T","CEN.PA","SFER.MI","IPGP","EGOV","2222.T","2379.T","SPE.L","7270.T","6420.T","SWOL-B.ST","SYZ.TO","7844.T","NOLA-B.ST","BOUV.OL","BOUVET.OL",,"US S&P 500 - Total Return",
,Positions,,,,,,,,,,6%,9%,5%,2%,3%,7%,3%,3%,3%,4%,5%,3%,4%,4%,3%,2%,4%,5%,4%,5%,4%,3%,4%,4%,
,Quarter return,0.95%,14%,0.87,-2.96%,-0.60%,1.19%,1.22%,1.45%,1.14%,4.33%,-3.27%,-11.14%,-15.00%,-10.32%,4.15%,14.46%,-15.00%,-15.00%,-0.66%,9.62%,-15.00%,-5.73%,17.63%,-15.00%,5.70%,3.21%,-0.92%,1.51%,-5.81%,-4.91%,47.38%,16.34%,16.34%,,4.58%,
2019 Q3,Stocks,,,,,,,,,,"4333.T","FIE.DE","4975.T","CEN.PA","SFER.MI","2222.T","SWOL-B.ST","NOLA-B.ST","BOUV.OL","BOUVET.OL","PMGR.L","8142.T","2782.T","2121.T","MU","SPE.L","3771.T","3641.T","2154.T","SYZ.TO","FIZZ","6420.T","PETS","2475.T",,"US S&P 500 - Total Return",
,Positions,,,,,,,,,,8%,6%,3%,4%,3%,3%,4%,3%,4%,4%,14%,5%,4%,4%,3%,3%,3%,2%,3%,5%,3%,5%,3%,2%,
,Quarter return,0.54%,13%,0.76,2.34%,-1.97%,0.96%,1.52%,-1.39%,0.80%,1.02%,6.27%,-15.00%,12.54%,-15.00%,38.94%,-4.31%,-6.69%,-0.29%,-0.29%,8.53%,-15.00%,5.42%,4.97%,4.12%,-15.00%,7.79%,-1.26%,-15.00%,-2.91%,0.59%,-15.00%,15.29%,-15.00%,,1.16%,
2019 Q4,Stocks,,,,,,,,,,"4333.T","FIE.DE","CEN.PA","2222.T","BOUV.OL","BOUVET.OL","PMGR.L","2782.T","2121.T","MU","3771.T","PETS","8142.T","SPE.L","SWOL-B.ST","2154.T","3641.T","SYZ.TO","6420.T","FIZZ","ISDR","2475.T","LAS-A.TO","4975.T",,"US S&P 500 - Total Return",
,Positions,,,,,,,,,,3%,5%,5%,4%,5%,4%,10%,4%,5%,3%,3%,2%,4%,4%,6%,3%,4%,6%,4%,3%,3%,4%,4%,4%,
,Quarter return,9.90%,16%,0.76,10.21%,10.06%,7.54%,10.45%,12.39%,9.84%,-8.94%,6.72%,12.67%,12.41%,30.04%,30.04%,1.98%,11.33%,-6.83%,24.78%,-6.69%,30.90%,15.62%,-15.00%,23.71%,-3.12%,8.81%,-7.42%,30.54%,16.12%,15.54%,-6.14%,-13.33%,45.27%,,9.29%,
2020 Q1,Stocks,,,,,,,,,,"FIE.DE","CEN.PA","2222.T","BOUV.OL","BOUVET.OL","PMGR.L","2782.T","MU","PETS","8142.T","SWOL-B.ST","3641.T","6420.T","FIZZ","ISDR","2475.T","4975.T","SPE.L","OLY.TO","2154.T","SYZ.TO","4659.T","3659.T","3662.T",,"US S&P 500 - Total Return",
,Positions,,,,,,,,,,6%,7%,4%,4%,4%,10%,3%,3%,2%,4%,1%,4%,5%,2%,3%,4%,4%,2%,6%,4%,4%,6%,4%,4%,
,Quarter return,-12.19%,11%,0.75,-12.38%,-13.16%,-12.34%,-11.99%,-11.55%,-12.13%,-15.00%,-15.00%,-15.00%,-15.00%,-15.00%,-15.00%,5.68%,-15.00%,22.63%,-15.00%,1.08%,-15.00%,-15.00%,-15.00%,-15.00%,-15.00%,-15.00%,-15.00%,-15.00%,-15.00%,-15.00%,-15.00%,21.77%,-15.00%,,-22.63%,
2020 Q2,Stocks,,,,,,,,,,"2782.T","PETS","SWOL-B.ST","3659.T","8142.T","2222.T","CEN.PA","2491.T","6050.T","2154.T","MU","3662.T","4659.T","2475.T","6420.T","LNR.TO","SYZ.TO","REY.MI","4975.T","FIZZ","3641.T","NOLA-B.ST","9790.T","LAS-A.TO",,"US S&P 500 - Total Return",
,Positions,,,,,,,,,,5%,3%,16%,4%,4%,4%,3%,3%,3%,3%,3%,4%,4%,5%,5%,3%,4%,4%,3%,4%,4%,4%,3%,3%,
,Quarter return,28.38%,24%,0.93,25.33%,31.88%,33.89%,30.11%,28.35%,27.85%,23.56%,27.57%,1.07%,32.12%,17.50%,-8.57%,12.23%,64.39%,85.68%,88.49%,27.05%,44.04%,33.49%,29.70%,0.35%,31.45%,38.73%,31.80%,57.43%,44.98%,43.78%,42.29%,29.24%,5.18%,,24.95%,
2020 Q3,Stocks,,,,,,,,,,"2782.T","PETS","SWOL-B.ST","3659.T","8142.T","2491.T","6050.T","2154.T","MU","3662.T","4659.T","2475.T","6420.T","LNR.TO","SYZ.TO","REY.MI","4975.T","FIZZ","3641.T","NOLA-B.ST","9790.T","LAS-A.TO","2222.T","CEN.PA",,"US S&P 500 - Total Return",
,Positions,,,,,,,,,,5%,2%,19%,4%,4%,3%,3%,3%,2%,3%,4%,4%,5%,3%,4%,4%,4%,3%,4%,4%,3%,4%,3%,4%,
,Quarter return,7.96%,14%,0.92,5.89%,7.69%,9.20%,7.82%,7.95%,6.96%,17.20%,-15.00%,0.43%,6.35%,10.77%,20.66%,14.72%,22.43%,-15.00%,-6.80%,8.78%,15.44%,15.01%,8.26%,-2.54%,36.32%,5.54%,10.86%,19.40%,39.24%,11.70%,-6.36%,-15.00%,-3.14%,,9.48%,
2020 Q4,Stocks,,,,,,,,,,"2782.T","3659.T","8142.T","2491.T","6050.T","2154.T","4659.T","2475.T","6420.T","LNR.TO","REY.MI","4975.T","FIZZ","3641.T","NOLA-B.ST","9790.T","2222.T","CEN.PA","MU","3771.T","HAS.L","CTT.ST","3141.T","2379.T",,"US S&P 500 - Total Return",
,Positions,,,,,,,,,,5%,3%,5%,3%,4%,4%,5%,4%,4%,5%,5%,5%,3%,4%,5%,5%,3%,5%,4%,3%,5%,3%,5%,4%,
,Quarter return,10.93%,24%,0.97,9.38%,7.58%,11.47%,8.90%,10.29%,7.90%,-15.00%,21.31%,-15.00%,-9.01%,-8.71%,14.12%,25.29%,-13.58%,15.01%,69.10%,-3.13%,15.23%,23.46%,-15.00%,-15.00%,31.20%,-0.37%,24.50%,59.62%,-15.00%,23.71%,24.16%,-15.00%,28.46%,,11.64%,
2021 Q1,Stocks,,,,,,,,,,"3659.T","2154.T","4659.T","6420.T","LNR.TO","REY.MI","4975.T","FIZZ","9790.T","2222.T","CEN.PA","MU","HAS.L","CTT.ST","2379.T","8142.T","3641.T","3771.T","BEC.MI","6071.T","1959.T","1716.T","NEDAP.AS","5807.T",,"US S&P 500 - Total Return",
,Positions,,,,,,,,,,3%,4%,4%,4%,4%,5%,5%,4%,3%,3%,5%,4%,4%,3%,3%,4%,4%,4%,4%,3%,6%,4%,7%,8%,
,Quarter return,10.46%,13%,0.94,9.39%,10.39%,11.44%,8.41%,10.29%,9.94%,11.70%,38.14%,11.37%,-2.82%,8.88%,11.72%,-15.00%,14.44%,-15.00%,35.55%,12.58%,15.34%,3.54%,1.59%,7.65%,1.24%,-6.54%,23.38%,11.00%,26.16%,27.01%,2.86%,20.94%,5.70%,,6.46%,
2021 Q2,Stocks,,,,,,,,,,"3659.T","2154.T","4659.T","LNR.TO","REY.MI","FIZZ","2222.T","CEN.PA","MU","HAS.L","CTT.ST","2379.T","3771.T","BEC.MI","6071.T","1959.T","1716.T","NEDAP.AS","5807.T","3641.T","MED","MEKKO.HE","PAYS","OLY.TO",,"US S&P 500 - Total Return",
,Positions,,,,,,,,,,4%,3%,5%,3%,4%,2%,3%,5%,3%,5%,3%,3%,5%,4%,3%,6%,4%,5%,7%,5%,3%,4%,3%,6%,
,Quarter return,1.55%,17%,1.00,1.31%,0.75%,-0.24%,4.22%,2.22%,0.69%,-15.00%,-15.00%,-5.64%,4.89%,27.28%,-3.83%,-15.00%,-7.88%,-15.00%,4.01%,40.33%,17.79%,8.44%,3.42%,18.99%,-15.00%,-8.64%,-5.08%,0.69%,-15.00%,31.91%,30.02%,-15.00%,5.59%,,8.10%,
2021 Q3,Stocks,,,,,,,,,,"LNR.TO","REY.MI","CTT.ST","2379.T","3771.T","BEC.MI","6071.T","NEDAP.AS","5807.T","MED","MEKKO.HE","OLY.TO","2491.T","3641.T","BOTB.L","6670.T","PAYS","4763.T","1716.T","HAS.L","3150.T","4659.T","2154.T","WAVE.PA",,"US S&P 500 - Total Return",
,Positions,,,,,,,,,,4%,5%,3%,3%,4%,5%,3%,6%,7%,3%,3%,3%,4%,3%,2%,6%,2%,4%,5%,7%,3%,5%,4%,5%,
,Quarter return,3.39%,19%,1.06,-0.49%,-0.43%,4.47%,4.07%,3.96%,4.34%,-15.00%,13.95%,-2.53%,24.79%,-15.00%,-10.33%,-15.00%,1.83%,10.86%,-15.00%,5.40%,1.07%,49.48%,-15.00%,-15.00%,-2.20%,-15.00%,20.12%,-5.40%,1.51%,55.18%,-10.29%,3.45%,14.14%,,0.72%,
2021 Q4,Stocks,,,,,,,,,,"REY.MI","CTT.ST","2379.T","5807.T","2491.T","4763.T","3150.T","2154.T","WAVE.PA","BOTB.L","3641.T","6670.T","PAYS","NEDAP.AS","3771.T","MED","4659.T","OLY.TO","BOUV.OL","4674.T","INF.PA","6750.T","2782.T","SNA",,"US S&P 500 - Total Return",
,Positions,,,,,,,,,,4%,4%,3%,7%,4%,3%,3%,4%,3%,2%,4%,4%,2%,5%,4%,3%,5%,6%,4%,5%,5%,6%,6%,6%,
,Quarter return,1.47%,13%,1.01,1.88%,-0.11%,0.54%,1.26%,2.16%,-0.10%,13.18%,3.58%,-5.10%,5.46%,-4.81%,4.51%,-15.00%,31.71%,19.95%,-10.13%,-15.00%,-15.00%,-15.00%,7.97%,-4.62%,8.20%,-2.23%,0.10%,28.45%,5.00%,13.84%,-15.00%,-15.00%,2.85%,,11.06%,
2022 Q1,Stocks,,,,,,,,,,"REY.MI","5807.T","4763.T","2154.T","WAVE.PA","NEDAP.AS","4659.T","BOUV.OL","4674.T","INF.PA","SNA","3641.T","ALFPC.PA","BOTB.L","PAYS","2782.T","6670.T","TRI.PA","3771.T","7605.T","SGC","MED","3150.T","MBUU",,"US S&P 500 - Total Return",
,Positions,,,,,,,,,,4%,6%,3%,4%,3%,6%,4%,4%,3%,7%,5%,4%,4%,3%,2%,6%,2%,4%,4%,7%,4%,3%,2%,4%,
,Quarter return,-9.68%,10%,1.05,-8.49%,-11.64%,-8.73%,-9.49%,-10.44%,-11.30%,-15.00%,-6.26%,-15.00%,-0.92%,-15.00%,2.48%,-15.00%,-15.00%,-15.00%,-15.00%,-4.69%,8.92%,-15.00%,-15.00%,22.36%,-15.00%,-15.00%,-15.00%,-15.00%,1.56%,-15.00%,-15.00%,-15.00%,-15.00%,,-4.63%,
2022 Q2,Stocks,,,,,,,,,,"NEDAP.AS","3641.T","7605.T","6757.T","BOTB.L","ALFPC.PA","TPH","UKW.L","2782.T","6670.T","1U1.DE","TRI.PA","3771.T","G5EN.ST","4659.T","ALSN.SW","LFVN","MBUU","RNWH.L","6050.T","PAYS","3150.T","CPSI","7818.T",,"US S&P 500 - Total Return",
,Positions,,,,,,,,,,5%,6%,6%,4%,2%,3%,4%,9%,5%,5%,5%,3%,4%,3%,4%,4%,2%,3%,4%,3%,2%,3%,6%,4%,
,Quarter return,-7.16%,10%,0.98,-7.66%,-9.52%,-8.12%,-6.80%,-6.00%,-7.46%,-5.68%,-15.00%,3.31%,-11.83%,22.33%,-15.00%,-15.00%,2.43%,-15.00%,-15.00%,-12.13%,-15.00%,9.54%,-8.49%,-11.47%,-15.00%,-15.00%,-15.00%,-6.84%,-6.83%,-15.00%,-15.00%,-7.44%,13.93%,,-16.38%,
2022 Q3,Stocks,,,,,,,,,,"7605.T","BOTB.L","UKW.L","3771.T","7818.T","6757.T","ALFPC.PA","TPH","TRI.PA","1U1.DE","3678.T","G5EN.ST","ALSN.SW","PAYS","LFVN","MBUU","RNWH.L","3837.T","6050.T","CPSI","META","UPONOR.HE","AJ91.DE","2326.T",,"US S&P 500 - Total Return",
,Positions,,,,,,,,,,6%,3%,6%,5%,5%,7%,7%,3%,4%,7%,3%,2%,5%,2%,3%,3%,6%,4%,3%,4%,2%,4%,4%,3%,
,Quarter return,-6.15%,15%,0.98,-6.93%,-7.01%,-6.16%,-7.30%,-4.94%,-6.15%,0.68%,-15.00%,-1.43%,-11.26%,-4.57%,-2.12%,-15.00%,-10.33%,-15.00%,-15.00%,10.19%,0.56%,-15.00%,58.00%,-15.00%,-8.31%,-9.95%,-3.59%,2.63%,-12.33%,-15.00%,1.96%,-15.00%,7.82%,,-4.12%,
2022 Q4,Stocks,,,,,,,,,,"PAYS","FBF.V","6757.T","ALFPC.PA","TPH","1U1.DE","TRI.PA","UKW.L","ALSN.SW","3678.T","MBUU","G5EN.ST","BOTB.L","AJ91.DE","RNWH.L","7605.T","3837.T","META","6050.T","CPSI","RDW.L","6340.T","MEKKO.HE","UPONOR.HE",,"US S&P 500 - Total Return",
,Positions,,,,,,,,,,2%,2%,8%,6%,3%,6%,3%,6%,3%,3%,4%,2%,6%,4%,4%,6%,6%,3%,4%,4%,3%,5%,3%,4%,
,Quarter return,8.37%,16%,0.99,10.73%,9.24%,7.33%,7.99%,8.37%,8.98%,7.95%,24.11%,4.18%,34.14%,20.79%,-15.00%,41.45%,2.53%,17.82%,-3.60%,9.49%,12.21%,-2.38%,38.32%,25.35%,10.15%,-6.84%,-15.00%,-5.42%,-3.10%,14.14%,-3.74%,1.21%,25.77%,,7.22%,
2023 Q1,Stocks,,,,,,,,,,"FBF.V","6757.T","ALFPC.PA","TPH","TRI.PA","ALSN.SW","G5EN.ST","AJ91.DE","RNWH.L","7605.T","UPONOR.HE","CATG.PA","ZZ-B.ST","1U1.DE","WGO","4433.T","BOTB.L","UKW.L","SDI.L","MBUU","CPSI","4832.T","LITE","MEKKO.HE",,"US S&P 500 - Total Return",
,Positions,,,,,,,,,,2%,12%,5%,3%,4%,4%,2%,2%,4%,7%,4%,2%,3%,4%,3%,3%,5%,4%,3%,3%,3%,9%,2%,4%,
,Quarter return,6.86%,18%,1.09,-0.82%,6.18%,6.86%,6.99%,4.60%,6.73%,8.57%,-12.31%,-4.16%,33.69%,-6.12%,10.33%,0.82%,-8.80%,-7.64%,-2.67%,3.47%,15.79%,71.24%,-12.95%,9.25%,5.17%,41.98%,3.39%,16.23%,4.56%,10.79%,14.84%,3.33%,12.88%,,6.92%,
2023 Q2,Stocks,,,,,,,,,,"FBF.V","TPH","ALSN.SW","G5EN.ST","7605.T","UPONOR.HE","CATG.PA","ZZ-B.ST","4433.T","BOTB.L","UKW.L","SDI.L","CPSI","4832.T","MEKKO.HE","WGO","ALFPC.PA","MED","MBUU","TBL.TO","3678.T","NVR","LITE","WATR.L",,"US S&P 500 - Total Return",
,Positions,,,,,,,,,,2%,5%,4%,4%,6%,4%,4%,2%,5%,2%,8%,3%,5%,7%,5%,3%,4%,3%,4%,3%,4%,6%,4%,4%,
,Quarter return,3.49%,19%,1.10,8.48%,-0.06%,1.47%,5.07%,4.68%,3.83%,-15.00%,30.19%,4.80%,-6.05%,28.62%,68.46%,2.07%,4.34%,-3.14%,-8.69%,-7.12%,-15.00%,-15.00%,-5.01%,-4.51%,16.50%,12.87%,-15.00%,3.99%,-2.93%,-0.26%,13.97%,-15.00%,-5.62%,,8.94%,
